Comment,Emotion,Comment Length,Word Count,Processed Comment
i feel very passionate about a certain topic i love backing up my position with actual knowledge and facts instead of relying solely on opinions,joy,144,25,passionate certain topic love backing position actual knowledge fact instead relying solely opinion
i get changed i am feeling insecure,fear,35,7,changed insecure
i am mostly feeling contentedly terrified about it all,fear,54,9,mostly contentedly terrified
im feeling rather inspired yet low i will enjoy my writing and even though i may be writing about morbid things i will find a way to make it interesting to read,joy,160,32,rather inspired yet low enjoy writing even though may writing morbid thing find way interesting read
i still feel annoyed and the older sd is always sick with something and i mean always,anger,85,17,still annoyed older sd always sick something mean always
i have been feeling restless and not quite grounded,fear,51,9,restless quite grounded
i feel rewarded and useful and valuable anyway,joy,46,8,rewarded useful valuable anyway
i was feeling so reluctant the whole day today the only thing that i feel like doing is just sticking my ass on the benches ground having heart to heart talks with my favs staring into space and nothing,fear,202,39,reluctant whole day today sticking as bench ground heart heart talk favs staring space nothing
i might feel a bit proud if i had one on my left wrist as this is a turbillion watch made in hong kong,joy,102,24,might bit proud one left wrist turbillion watch made hong kong
i guess im just feeling a little rebellious,anger,43,8,guess rebellious
i have a very difficult time allowing people to do nice things for me without feeling either insulted or like i m in their debt,anger,127,25,difficult allowing nice thing without either insulted debt
i feel indecisive on whether or not i feel the book huckleberry finn should be censored,fear,87,16,indecisive whether book huckleberry finn censored
im not too psyched about any of those stops but thats kind of a good thing because i wont feel pressured to go see and do everything there is to do and i can just hopefully relax and focus on making it fun for the kids which by extension makes it fun for me,fear,257,54,psyched stop thats kind good wont pressured go see everything hopefully relax focus making fun kid extension make fun
i hate that feeling when im about to do something then i get scared and almost turn around and walk away,fear,104,21,hate something scared almost turn around walk away
im so relieved and feel so much more like myself now that this is resolved this being almost nothing at all actually just some weird energy and i cant wait to be back at camp even though ill be hacking and coughing and spluttering all day long,joy,243,47,relieved much resolved almost nothing actually weird energy cant wait back camp even though ill hacking coughing spluttering day long
i feel outraged about this type of thing,anger,40,8,outraged type
i have begun to feel as though i have valuable contributions and insights to make within a network of professionals,joy,115,20,begun though valuable contribution insight within network professional
im currently struggling with feeling offended at my drs office worried about my body and what the heck is wrong very seriously contemplating getting my tubes tied and then the normal everyday things that occupy our minds at any given time,anger,238,41,currently struggling offended drs office worried body heck wrong seriously contemplating getting tube tied normal everyday thing occupy mind given
i cant sleep and re read happy posts and i go past the one about picnic day and i get so happy im like james you make me so happy i love you and then repeat as soon as i feel jealous,anger,182,42,cant sleep read happy post go past one picnic day happy james happy love repeat soon jealous
