Comment,Emotion,Comment Length,Word Count
i feel greedy and selfish,anger,25,5
i feel so invigorated so focused about what im being led to pursue right now and in the future,joy,94,19
i feel shy when people reading these but i am writing it here so brothers and sisters would see how real life works,fear,115,23
i feel so violent but im a paper tiger,anger,38,9
i feel like i should try to calm her down shes been very good to me since the games ended but i can see katniss getting more and more tense with every schedule adjustment,joy,170,34
i feel especially vulnerable to being treated as a second class citizen,fear,71,12
i could feel that the person was pissed at me because that person didnt understand what i was trying to say and so there was further personal attack again asking me whats my nationality giving me that shit face and blah blah,anger,224,42
i remember two specific things from that class feeling terrified of my teacher who would repeat the same question in spanish with increasing volume until his victim either managed to answer correctly or ran away screaming and feeling distracted by the cute boy who helped me study for tests,fear,290,49
i love those ted talks i feel intimidated more than inspired because greater than great can be found in simplicity too,fear,118,21
i know tv isnt everyones cup of tea so if that includes you feel free to scroll down a bit,joy,90,20
i still feel a bit overwhelmed,fear,30,6
ive been hanging around younger people and when i am with them i feel like im but when i see the photos of us together i am suddenly shaken to see just how old i look,fear,166,36
im feeling so invigorated and ready for whats ahead and very excited to share all that information with all of you,joy,114,21
i feel so honored to know all of you,joy,36,9
i have a feeling i may be popular with the lady folk,joy,52,12
i feel that the out of people that i encounter in the day that are rude and mean to me for no reason at all,anger,107,25
i feel so tranquil right now its great,joy,38,8
i put up my christmas tree and im feeling fairly festive,joy,56,11
i feel like i should have some wine or something i was amused,joy,61,13
i feel quite nervous and scared too x scared cos ill be taking the plane back to singapore on my own cos i cant stay as long as my two other friends have planned t,fear,163,35
i feel like i shouldnt have even bothered,anger,41,8
i think most people have little problem expressing but once in a while i can t help but feel that we shouldn t be afraid to let it all hang out there and express the other emotions that don t get nearly as much airtime,fear,218,45
i know what i believe and how i feel but some part of me is still hesitant because the old me would have said that anyone who believed there was a god was crazy,fear,160,34
i sometimes feel so vulnerable and so lost,fear,42,8
i feel uncertain if the most of similar families can be reached the uncertainty does not preclude us from serving those we can in the meantime while discovering the ways to reach the others,fear,189,34
i am saying that i am feeling helpless now that i have to walk on toes,fear,70,16
i feel like someone s strange uncle trying to break the ice at a party by showing this amazing talent thinking that guests will be impressed but in turn just made everything a hundred times more awkward,fear,202,37
i always had a feeling of being in shape and became increasingly frustrated with the daily accumulation of body fat elusive,anger,123,21
i do feel amused by all the different debates going on but on the other hand i felt that theres something missing,joy,113,22
i feel like i can breath now and not be so rushed,anger,49,12
i lived her life without the feeling of acceptance she felt as though trouble and misery followed her everywhere she went and that everyone hated her because of it,anger,163,29
im still feeling a little shaky as i write this post,fear,52,11
ive been feeling restless in my career,fear,38,7
i give probably to the degree that some might see as too much but if i feel taken advantage of or wronged in any sense i have absolutely no problem shutting it down and walking away,anger,181,36
im feeling irritated by her friggin name,anger,40,7
i was a child i stole rmb from my grandfather maternal and i feel i exceptionally wronged him,anger,93,18
im feeling queezy and cant be bothered putting these in order so here goes,anger,74,14
i feel like a dangerous animal as i prowl out of the jungle and onto the warm sand of this deserted island,anger,106,22
i know it signifies him feeling not dangerous secure and relaxed so i don t guess it is causing him any undue stress,anger,116,23
i look back and i feel so incredibly satisfied with my life refreshed ready for my next adventure,joy,97,18
i remember feeling so hellip furious with the shooter,anger,53,9
i do not want to accept that it s inevitable that we all become grumpy old men and women as we age and i do not want to accept that feeling irritated and annoyed by trivial little things is normal,anger,196,40
